,Unnamed: 0,Date Occurred,Time Occurred,Area Name,Reporting District,Crime Code Description,Victim Age,Victim Sex,Victim Descent,Premise Description,Location ,Month,Day,Year,Lat,Lon,Datetime,Daily Max Temp
159989,1186085,04/22/2015,116,Olympic,2091,ARSON,23.0,M,H,STREET,"(34.04, -118.309)",4,22,2015,34.04,-118.309,2015-04-22,18.6
160095,1186215,05/03/2015,140,Olympic,2055,THROWING OBJECT AT MOVING VEHICLE,27.0,M,W,STREET,"(34.0526, -118.3)",5,3,2015,34.0526,-118.3,2015-05-03,24.9
160220,1186358,05/09/2015,2000,Olympic,2073,CRIMINAL HOMICIDE,36.0,F,H,BAR/SPORTS BAR (OPEN DAY & NIGHT),"(34.0463, -118.309)",5,9,2015,34.0463,-118.309,2015-05-09,18.2
160529,1186744,05/25/2015,2310,Olympic,2038,CRIMINAL HOMICIDE,19.0,M,H,PARKING LOT,"(34.0598, -118.2891)",5,25,2015,34.0598,-118.2891,2015-05-25,21.9
160671,1186926,06/01/2015,1426,Olympic,2038,CRIMINAL HOMICIDE,24.0,M,H,STREET,"(34.0587, -118.2891)",6,1,2015,34.0587,-118.2891,2015-06-01,25.9
160672,1186927,06/01/2015,1426,Olympic,2038,CRIMINAL HOMICIDE,20.0,M,H,STREET,"(34.0587, -118.2891)",6,1,2015,34.0587,-118.2891,2015-06-01,25.9
160978,1187294,06/17/2015,1650,Olympic,2019,THROWING OBJECT AT MOVING VEHICLE,31.0,M,W,PARKING LOT,"(34.0746, -118.2917)",6,17,2015,34.0746,-118.2917,2015-06-17,31.0
161427,1187845,07/08/2015,2145,Olympic,2011,PICKPOCKET,38.0,M,K,RESTAURANT/FAST FOOD,"(34.0731, -118.3091)",7,8,2015,34.0731,-118.3091,2015-07-08,26.2
161460,1187886,07/09/2015,1950,Olympic,2021,THROWING OBJECT AT MOVING VEHICLE,25.0,F,W,STREET,"(34.069, -118.3163)",7,9,2015,34.069,-118.3163,2015-07-09,23.3
161760,1188257,07/28/2015,1710,Olympic,2005,ARSON,25.0,F,H,SINGLE FAMILY DWELLING,"(34.0763, -118.3012)",7,28,2015,34.0763,-118.3012,2015-07-28,31.2
162261,1188895,08/17/2015,1250,Olympic,2029,PICKPOCKET,72.0,M,A,ELEVATOR,"(34.0652, -118.2871)",8,17,2015,34.0652,-118.2871,2015-08-17,31.0
162492,1189191,08/27/2015,1900,Olympic,2071,PICKPOCKET,44.0,F,W,CLOTHING STORE,"(34.0436, -118.309)",8,27,2015,34.0436,-118.309,2015-08-27,34.6
162708,1189469,09/08/2015,1030,Olympic,2023,KIDNAPPING,44.0,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.069, -118.3016)",9,8,2015,34.069,-118.3016,2015-09-08,37.9
162737,1189502,09/10/2015,435,Olympic,2029,CRIMINAL HOMICIDE,21.0,M,H,PARK/PLAYGROUND,"(34.0652, -118.2878)",9,10,2015,34.0652,-118.2878,2015-09-10,34.7
163076,1189913,09/24/2015,503,Olympic,2029,CRIMINAL HOMICIDE,30.0,M,H,STREET,"(34.0632, -118.2831)",9,24,2015,34.0632,-118.2831,2015-09-24,36.0
163290,1190168,10/04/2015,438,Olympic,2039,KIDNAPPING,26.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0598, -118.2865)",10,4,2015,34.0598,-118.2865,2015-10-04,20.8
164264,1191410,11/19/2015,2135,Olympic,2029,KIDNAPPING,31.0,F,A,GARAGE/CARPORT,"(34.0652, -118.2878)",11,19,2015,34.0652,-118.2878,2015-11-19,29.7
164789,1192083,12/13/2015,2135,Olympic,2021,CRIMINAL HOMICIDE,28.0,M,A,PARKING LOT,"(34.0653, -118.3183)",12,13,2015,34.0653,-118.3183,2015-12-13,17.2
164798,1192098,12/15/2015,2008,Olympic,2035,ARSON,54.0,M,H,PARKING LOT,"(34.0598, -118.2979)",12,15,2015,34.0598,-118.2979,2015-12-15,15.6
165210,1192587,06/21/2015,1,Topanga,2144,ARSON,26.0,F,W,STREET,"(34.1906, -118.6189)",6,21,2015,34.1906,-118.6189,2015-06-21,27.8
165304,1192684,09/05/2015,35,Topanga,2137,CRIMINAL HOMICIDE,28.0,M,H,STREET,"(34.201, -118.5841)",9,5,2015,34.201,-118.5841,2015-09-05,27.2
165445,1192847,12/25/2015,1308,Topanga,2118,CRIMINAL HOMICIDE,37.0,M,W,SINGLE FAMILY DWELLING,"(34.2192, -118.5754)",12,25,2015,34.2192,-118.5754,2015-12-25,13.2
165727,1193159,01/16/2015,2125,Topanga,2146,THROWING OBJECT AT MOVING VEHICLE,29.0,F,H,STREET,"(34.1974, -118.6015)",1,16,2015,34.1974,-118.6015,2015-01-16,22.2
166340,1193834,02/17/2015,255,Topanga,2156,ARSON,47.0,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1829, -118.6015)",2,17,2015,34.1829,-118.6015,2015-02-17,20.6
166494,1194012,02/24/2015,1210,Topanga,2146,ARSON,30.0,M,H,HIGH SCHOOL,"(34.1938, -118.6059)",2,24,2015,34.1938,-118.6059,2015-02-24,20.7
166685,1194216,03/04/2015,10,Topanga,2134,ARSON,21.0,M,H,STREET,"(34.2065, -118.6081)",3,4,2015,34.2065,-118.6081,2015-03-04,19.8
167889,1195519,04/25/2015,2200,Topanga,2177,ARSON,53.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1733, -118.6002)",4,25,2015,34.1733,-118.6002,2015-04-25,17.7
168220,1195877,05/13/2015,523,Topanga,2136,ARSON,46.0,M,H,STREET,"(34.2047, -118.6016)",5,13,2015,34.2047,-118.6016,2015-05-13,19.2
168344,1196010,05/15/2015,2200,Topanga,2113,ARSON,43.0,F,W,ELEMENTARY SCHOOL,"(34.2171, -118.617)",5,15,2015,34.2171,-118.617,2015-05-15,17.0
168621,1196311,05/29/2015,2235,Topanga,2149,KIDNAPPING,25.0,F,W,STREET,"(34.2012, -118.5666)",5,29,2015,34.2012,-118.5666,2015-05-29,25.4
169768,1197538,07/15/2015,600,Topanga,2157,ARSON,33.0,M,H,SINGLE FAMILY DWELLING,"(34.1918, -118.582)",7,15,2015,34.1918,-118.582,2015-07-15,26.6
170733,1198569,08/27/2015,845,Topanga,2155,THROWING OBJECT AT MOVING VEHICLE,43.0,M,B,STREET,"(34.1828, -118.6102)",8,27,2015,34.1828,-118.6102,2015-08-27,34.0
171718,1199680,10/06/2015,1750,Topanga,2136,CRIMINAL HOMICIDE,35.0,M,H,STREET,"(34.201, -118.5955)",10,6,2015,34.201,-118.5955,2015-10-06,24.7
172035,1200029,10/20/2015,1345,Topanga,2156,PICKPOCKET,49.0,F,W,RESTAURANT/FAST FOOD,"(34.1829, -118.6059)",10,20,2015,34.1829,-118.6059,2015-10-20,26.2
172138,1200150,10/23/2015,1800,Topanga,2162,THROWING OBJECT AT MOVING VEHICLE,46.0,M,W,STREET,"(34.1765, -118.634)",10,23,2015,34.1765,-118.634,2015-10-23,27.1
172491,1200563,11/09/2015,1550,Topanga,2177,THROWING OBJECT AT MOVING VEHICLE,33.0,F,H,STREET,"(34.1681, -118.5881)",11,9,2015,34.1681,-118.5881,2015-11-09,18.1
172978,1201123,10/28/2015,1609,Topanga,2189,CRIMINAL HOMICIDE,60.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.1683, -118.5787)",10,28,2015,34.1683,-118.5787,2015-10-28,28.7
173586,1201806,12/29/2015,208,Topanga,2187,ARSON,59.0,M,O,SINGLE FAMILY DWELLING,"(34.161, -118.6035)",12,29,2015,34.161,-118.6035,2015-12-29,14.3
174927,1203333,01/09/2015,1145,Wilshire,724,PICKPOCKET,77.0,F,W,SIDEWALK,"(34.0716, -118.3614)",1,9,2015,34.0716,-118.3614,2015-01-09,21.3
175764,1204263,12/31/2015,2330,West Valley,1091,PICKPOCKET,19.0,F,W,SINGLE FAMILY DWELLING,"(34.1413, -118.5478)",12,31,2015,34.1413,-118.5478,2015-12-31,15.2
175889,1204417,02/16/2015,1421,West Valley,1063,ARSON,74.0,F,W,SINGLE FAMILY DWELLING,"(34.1695, -118.5405)",2,16,2015,34.1695,-118.5405,2015-02-16,23.7
175934,1204467,04/04/2015,747,West Valley,1008,ARSON,57.0,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.2077, -118.4912)",4,4,2015,34.2077,-118.4912,2015-04-04,27.7
176415,1205020,12/08/2015,1140,77th Street,1267,KIDNAPPING,31.0,F,B,STREET,"(33.9636, -118.2914)",12,8,2015,33.9636,-118.2914,2015-12-08,27.4
177313,1206097,12/16/2015,2216,N Hollywood,1546,ARSON,48.0,F,W,"VEHICLE, PASSENGER/TRUCK","(34.1684, -118.3851)",12,16,2015,34.1684,-118.3851,2015-12-16,15.8
177585,1206404,12/16/2015,45,Foothill,1641,ARSON,30.0,M,W,OTHER BUSINESS,"(34.2594, -118.4313)",12,16,2015,34.2594,-118.4313,2015-12-16,15.4
178162,1207091,04/02/2015,430,Mission,1985,KIDNAPPING,31.0,F,B,PARKING LOT,"(34.2232, -118.4488)",4,2,2015,34.2232,-118.4488,2015-04-02,25.8
178326,1207279,10/01/2015,2300,Mission,1963,ARSON,30.0,M,W,OTHER BUSINESS,"(34.2471, -118.4482)",10,1,2015,34.2471,-118.4482,2015-10-01,29.9
178614,1207619,05/06/2015,25,Olympic,2014,ARSON,26.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0712, -118.3041)",5,6,2015,34.0712,-118.3041,2015-05-06,19.7
178674,1207691,12/31/2015,2251,Topanga,2175,ARSON,32.0,M,B,BEAUTY/BARBER SHOP,"(34.1669, -118.6207)",12,31,2015,34.1669,-118.6207,2015-12-31,16.2
179749,1208873,07/28/2016,1245,Central,142,ARSON,39.0,M,H,PARKING LOT,"(34.0519, -118.2531)",7,28,2016,34.0519,-118.2531,2016-07-28,34.8
179775,1208899,09/03/2016,1230,Central,166,CRIMINAL HOMICIDE,56.0,M,B,STREET,"(34.0428, -118.2461)",9,3,2016,34.0428,-118.2461,2016-09-03,25.0
179798,1208924,08/24/2016,2226,Central,147,CRIMINAL HOMICIDE,49.0,M,B,STREET,"(34.0442, -118.2439)",8,24,2016,34.0442,-118.2439,2016-08-24,30.1
179983,1209143,01/02/2016,1640,Central,154,THROWING OBJECT AT MOVING VEHICLE,57.0,M,W,STREET,"(34.0467, -118.2485)",1,2,2016,34.0467,-118.2485,2016-01-02,18.0
179991,1209154,01/01/2016,1730,Central,135,ARSON,50.0,F,W,STREET,"(34.0473, -118.2462)",1,1,2016,34.0473,-118.2462,2016-01-01,16.9
180027,1209194,01/05/2016,825,Central,156,CRIMINAL HOMICIDE,24.0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0449, -118.2458)",1,5,2016,34.0449,-118.2458,2016-01-05,12.8
180031,1209198,01/04/2016,630,Central,111,ARSON,56.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0599, -118.2426)",1,4,2016,34.0599,-118.2426,2016-01-04,19.3
180058,1209226,01/06/2016,2205,Central,162,KIDNAPPING,30.0,F,B,STREET,"(34.0459, -118.2579)",1,6,2016,34.0459,-118.2579,2016-01-06,11.6
180146,1209324,01/09/2016,2200,Central,148,ARSON,62.0,F,B,STREET,"(34.043, -118.242)",1,9,2016,34.043,-118.242,2016-01-09,12.5
180196,1209384,01/21/2016,1120,Central,195,ARSON,31.0,M,B,SIDEWALK,"(34.0312, -118.2615)",1,21,2016,34.0312,-118.2615,2016-01-21,21.9
180629,1209880,02/03/2016,2100,Central,182,THROWING OBJECT AT MOVING VEHICLE,33.0,M,H,STREET,"(34.0444, -118.2628)",2,3,2016,34.0444,-118.2628,2016-02-03,16.2
180862,1210146,02/15/2016,115,Central,162,THROWING OBJECT AT MOVING VEHICLE,27.0,M,W,STREET,"(34.0462, -118.2628)",2,15,2016,34.0462,-118.2628,2016-02-15,31.3
180868,1210152,02/15/2016,1220,Central,112,PICKPOCKET,70.0,M,A,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),"(34.057, -118.2437)",2,15,2016,34.057,-118.2437,2016-02-15,32.3
180928,1210214,02/17/2016,1550,Central,162,ARSON,29.0,F,O,DEPARTMENT STORE,"(34.048, -118.2577)",2,17,2016,34.048,-118.2577,2016-02-17,23.1
181333,1210694,02/27/2016,1415,Central,185,PICKPOCKET,37.0,M,B,STREET,"(34.0352, -118.2583)",2,27,2016,34.0352,-118.2583,2016-02-27,25.5
181363,1210725,03/10/2016,400,Central,164,CRIMINAL HOMICIDE,68.0,M,B,SIDEWALK,"(34.0445, -118.2523)",3,10,2016,34.0445,-118.2523,2016-03-10,23.1
181597,1210995,03/19/2016,1,Central,185,KIDNAPPING,34.0,F,H,OTHER PREMISE,"(34.0416, -118.2584)",3,19,2016,34.0416,-118.2584,2016-03-19,22.3
181677,1211090,03/23/2016,1315,Central,156,CRIMINAL HOMICIDE,32.0,F,W,SIDEWALK,"(34.0437, -118.2455)",3,23,2016,34.0437,-118.2455,2016-03-23,25.5
181732,1211154,03/25/2016,1900,Central,156,PICKPOCKET,38.0,F,W,SIDEWALK,"(34.0437, -118.2455)",3,25,2016,34.0437,-118.2455,2016-03-25,24.8
181885,1211329,04/01/2016,2115,Central,192,PICKPOCKET,47.0,F,H,STREET,"(34.0401, -118.2668)",4,1,2016,34.0401,-118.2668,2016-04-01,22.4
181901,1211345,04/02/2016,1625,Central,162,CRIMINAL HOMICIDE,65.0,M,A,SIDEWALK,"(34.0467, -118.2556)",4,2,2016,34.0467,-118.2556,2016-04-02,24.7
181934,1211380,04/03/2016,200,Central,164,PICKPOCKET,22.0,F,W,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.046, -118.2509)",4,3,2016,34.046,-118.2509,2016-04-03,26.3
181987,1211441,04/05/2016,2050,Central,157,CRIMINAL HOMICIDE,64.0,M,H,STREET,"(34.0417, -118.2443)",4,5,2016,34.0417,-118.2443,2016-04-05,30.2
182045,1211507,04/07/2016,1330,Central,134,PICKPOCKET,25.0,F,W,MARKET,"(34.051, -118.248)",4,7,2016,34.051,-118.248,2016-04-07,20.3
182551,1212074,04/21/2016,1600,Central,146,PICKPOCKET,50.0,F,H,SIDEWALK,"(34.0473, -118.2462)",4,21,2016,34.0473,-118.2462,2016-04-21,27.2
182685,1212238,05/06/2016,1710,Central,185,PICKPOCKET,20.0,M,H,ALLEY,"(34.0378, -118.2561)",5,6,2016,34.0378,-118.2561,2016-05-06,18.8
182765,1212330,05/07/2016,1100,Central,174,PICKPOCKET,29.0,F,H,SIDEWALK,"(34.0428, -118.2532)",5,7,2016,34.0428,-118.2532,2016-05-07,18.7
182782,1212351,05/08/2016,1230,Central,101,PICKPOCKET,41.0,M,W,SIDEWALK,"(34.0698, -118.2475)",5,8,2016,34.0698,-118.2475,2016-05-08,19.9
183120,1212739,05/22/2016,1550,Central,148,ARSON,49.0,M,A,RESTAURANT/FAST FOOD,"(34.0438, -118.2416)",5,22,2016,34.0438,-118.2416,2016-05-22,22.3
183191,1212819,05/24/2016,1500,Central,111,PICKPOCKET,24.0,M,H,STREET,"(34.0586, -118.2402)",5,24,2016,34.0586,-118.2402,2016-05-24,19.8
183300,1212945,05/28/2016,1305,Central,192,PICKPOCKET,57.0,F,H,SIDEWALK,"(34.0374, -118.2701)",5,28,2016,34.0374,-118.2701,2016-05-28,23.2
183332,1212982,05/29/2016,924,Central,111,ARSON,54.0,F,H,RESTAURANT/FAST FOOD,"(34.0582, -118.2387)",5,29,2016,34.0582,-118.2387,2016-05-29,24.2
183624,1213319,06/10/2016,1500,Central,171,PICKPOCKET,30.0,F,W,STREET,"(34.0451, -118.27)",6,10,2016,34.0451,-118.27,2016-06-10,25.3
183818,1213538,06/19/2016,2005,Central,157,KIDNAPPING,33.0,F,H,SIDEWALK,"(34.0442, -118.2439)",6,19,2016,34.0442,-118.2439,2016-06-19,39.7
184041,1213796,06/26/2016,100,Central,185,PICKPOCKET,29.0,F,O,OTHER BUSINESS,"(34.0416, -118.2584)",6,26,2016,34.0416,-118.2584,2016-06-26,31.1
184154,1213924,06/21/2016,1330,Central,182,PICKPOCKET,20.0,F,C,STREET,"(34.0423, -118.2631)",6,21,2016,34.0423,-118.2631,2016-06-21,30.2
184539,1214348,07/16/2016,1410,Central,135,THROWING OBJECT AT MOVING VEHICLE,59.0,M,W,STREET,"(34.0495, -118.2458)",7,16,2016,34.0495,-118.2458,2016-07-16,28.5
184551,1214361,07/16/2016,115,Central,185,PICKPOCKET,18.0,F,H,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.0416, -118.2584)",7,16,2016,34.0416,-118.2584,2016-07-16,28.2
184555,1214367,07/17/2016,1350,Central,127,KIDNAPPING,20.0,F,W,STREET,"(34.0548, -118.2396)",7,17,2016,34.0548,-118.2396,2016-07-17,30.7
184650,1214480,07/21/2016,2040,Central,147,PICKPOCKET,38.0,M,W,STREET,"(34.0446, -118.245)",7,21,2016,34.0446,-118.245,2016-07-21,35.8
184664,1214496,07/22/2016,1230,Central,176,THROWING OBJECT AT MOVING VEHICLE,25.0,F,B,STREET,"(34.0381, -118.2511)",7,22,2016,34.0381,-118.2511,2016-07-22,37.0
184983,1214869,05/20/2016,2345,Central,162,THROWING OBJECT AT MOVING VEHICLE,33.0,M,H,STREET,"(34.0462, -118.2628)",5,20,2016,34.0462,-118.2628,2016-05-20,19.4
185133,1215041,08/09/2016,549,Central,119,ARSON,63.0,M,H,SIDEWALK,"(34.0595, -118.2368)",8,9,2016,34.0595,-118.2368,2016-08-09,28.8
185201,1215117,08/07/2016,2100,Central,134,PICKPOCKET,28.0,M,W,BAR/COCKTAIL/NIGHTCLUB,"(34.051, -118.248)",8,7,2016,34.051,-118.248,2016-08-07,31.4
185233,1215153,08/13/2016,1100,Central,195,PICKPOCKET,43.0,F,H,OTHER STORE,"(34.0337, -118.261)",8,13,2016,34.0337,-118.261,2016-08-13,33.2
185308,1215241,08/16/2016,1400,Central,157,KIDNAPPING,27.0,F,W,STREET,"(34.0416, -118.244)",8,16,2016,34.0416,-118.244,2016-08-16,35.7
185553,1215533,08/26/2016,1545,Central,195,THROWING OBJECT AT MOVING VEHICLE,50.0,F,B,FREEWAY,"(34.0335, -118.2619)",8,26,2016,34.0335,-118.2619,2016-08-26,25.4
185555,1215535,08/26/2016,900,Central,155,PICKPOCKET,23.0,F,B,STREET,"(34.0439, -118.2479)",8,26,2016,34.0439,-118.2479,2016-08-26,25.4
185594,1215574,08/27/2016,100,Central,164,PICKPOCKET,24.0,F,A,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.046, -118.2509)",8,27,2016,34.046,-118.2509,2016-08-27,26.2
185959,1216006,09/12/2016,1050,Central,157,ARSON,45.0,F,B,SIDEWALK,"(34.0417, -118.2443)",9,12,2016,34.0417,-118.2443,2016-09-12,22.9
186300,1216430,11/27/2016,1313,Central,156,CRIMINAL HOMICIDE,59.0,M,B,SIDEWALK,"(34.0437, -118.2455)",11,27,2016,34.0437,-118.2455,2016-11-27,15.3
186400,1216553,09/30/2016,2330,Central,185,PICKPOCKET,21.0,F,H,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.0416, -118.2584)",9,30,2016,34.0416,-118.2584,2016-09-30,31.8
186449,1216605,10/03/2016,10,Central,152,KIDNAPPING,24.0,F,W,SIDEWALK,"(34.0516, -118.2561)",10,3,2016,34.0516,-118.2561,2016-10-03,26.9
186643,1216830,10/11/2016,1616,Central,158,CRIMINAL HOMICIDE,55.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0395, -118.2405)",10,11,2016,34.0395,-118.2405,2016-10-11,23.3
186749,1216954,10/16/2016,1500,Central,142,PICKPOCKET,27.0,F,A,STREET,"(34.0535, -118.256)",10,16,2016,34.0535,-118.256,2016-10-16,22.1
186828,1217051,10/19/2016,840,Central,158,ARSON,67.0,F,B,SIDEWALK,"(34.0403, -118.2421)",10,19,2016,34.0403,-118.2421,2016-10-19,31.9
186907,1217140,10/22/2016,1416,Central,162,CRIMINAL HOMICIDE,29.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0473, -118.2601)",10,22,2016,34.0473,-118.2601,2016-10-22,28.2
187012,1217260,10/26/2016,1200,Central,159,KIDNAPPING,26.0,F,H,OTHER PREMISE,"(34.0382, -118.2384)",10,26,2016,34.0382,-118.2384,2016-10-26,25.9
187085,1217341,10/30/2016,430,Central,101,ARSON,50.0,M,H,STREET,"(34.0652, -118.2468)",10,30,2016,34.0652,-118.2468,2016-10-30,21.2
188104,1218539,12/11/2016,1630,Central,165,PICKPOCKET,39.0,F,H,STREET,"(34.0439, -118.2479)",12,11,2016,34.0439,-118.2479,2016-12-11,19.5
188146,1218585,12/13/2016,30,Central,192,KIDNAPPING,29.0,M,H,STREET,"(34.0372, -118.2654)",12,13,2016,34.0372,-118.2654,2016-12-13,18.6
188529,1219030,12/28/2016,1530,Central,111,THROWING OBJECT AT MOVING VEHICLE,36.0,F,W,STREET,"(34.0565, -118.2411)",12,28,2016,34.0565,-118.2411,2016-12-28,23.4
188563,1219068,12/24/2016,1700,Central,174,PICKPOCKET,39.0,M,H,PARKING LOT,"(34.0439, -118.2514)",12,24,2016,34.0439,-118.2514,2016-12-24,12.2
188577,1219086,12/30/2016,2300,Central,171,PICKPOCKET,20.0,F,O,STREET,"(34.0457, -118.2665)",12,30,2016,34.0457,-118.2665,2016-12-30,16.8
188609,1219120,01/17/2016,1340,Rampart,233,CRIMINAL HOMICIDE,23.0,M,H,SIDEWALK,"(34.0699, -118.2777)",1,17,2016,34.0699,-118.2777,2016-01-17,18.6
188649,1219169,03/19/2016,2310,Rampart,245,CRIMINAL HOMICIDE,40.0,M,H,SIDEWALK,"(34.063, -118.2727)",3,19,2016,34.063,-118.2727,2016-03-19,23.1
188736,1219271,08/27/2016,1925,Rampart,245,CRIMINAL HOMICIDE,21.0,M,B,SIDEWALK,"(34.0565, -118.2768)",8,27,2016,34.0565,-118.2768,2016-08-27,27.5
188748,1219286,09/16/2016,1950,Rampart,211,CRIMINAL HOMICIDE,23.0,M,H,SIDEWALK,"(34.0794, -118.2953)",9,16,2016,34.0794,-118.2953,2016-09-16,28.0
188749,1219287,09/16/2016,1950,Rampart,211,CRIMINAL HOMICIDE,20.0,M,H,SIDEWALK,"(34.0794, -118.2953)",9,16,2016,34.0794,-118.2953,2016-09-16,28.0
189325,1219963,01/28/2016,5,Rampart,202,PICKPOCKET,32.0,F,B,MINI-MART,"(34.0909, -118.2893)",1,28,2016,34.0909,-118.2893,2016-01-28,23.2
189829,1220537,02/19/2016,623,Rampart,299,ARSON,42.0,M,H,STREET,"(34.0407, -118.2766)",2,19,2016,34.0407,-118.2766,2016-02-19,18.7
189877,1220592,02/24/2016,200,Rampart,269,KIDNAPPING,24.0,F,B,OTHER BUSINESS,"(34.0511, -118.2707)",2,24,2016,34.0511,-118.2707,2016-02-24,28.2
189988,1220726,02/29/2016,1018,Rampart,285,ARSON,44.0,F,B,STREET,"(34.0455, -118.2765)",2,29,2016,34.0455,-118.2765,2016-02-29,26.7
190151,1220909,03/09/2016,1725,Rampart,203,CRIMINAL HOMICIDE,57.0,M,H,SIDEWALK,"(34.0856, -118.2868)",3,9,2016,34.0856,-118.2868,2016-03-09,22.9
190414,1221205,03/22/2016,2130,Rampart,237,CRIMINAL HOMICIDE,66.0,M,H,STREET,"(34.0606, -118.2672)",3,22,2016,34.0606,-118.2672,2016-03-22,21.8
190416,1221207,03/22/2016,2200,Rampart,221,KIDNAPPING,19.0,F,H,SINGLE FAMILY DWELLING,"(34.0777, -118.2958)",3,22,2016,34.0777,-118.2958,2016-03-22,22.0
190754,1221608,04/06/2016,1400,Rampart,275,PICKPOCKET,65.0,F,H,OTHER BUSINESS,"(34.0492, -118.2742)",4,6,2016,34.0492,-118.2742,2016-04-06,30.3
190785,1221647,04/04/2016,2200,Rampart,235,ARSON,26.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0671, -118.2713)",4,4,2016,34.0671,-118.2713,2016-04-04,28.1
190796,1221660,04/12/2016,600,Rampart,212,CRIMINAL HOMICIDE,32.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0797, -118.2868)",4,12,2016,34.0797,-118.2868,2016-04-12,21.9
190987,1221877,04/12/2016,600,Rampart,247,PICKPOCKET,69.0,M,W,SIDEWALK,"(34.0579, -118.2711)",4,12,2016,34.0579,-118.2711,2016-04-12,21.8
191121,1222035,04/28/2016,930,Rampart,238,ARSON,15.0,X,X,JUNIOR HIGH SCHOOL,"(34.062, -118.2545)",4,28,2016,34.062,-118.2545,2016-04-28,22.4
191161,1222081,04/30/2016,1810,Rampart,295,THROWING OBJECT AT MOVING VEHICLE,25.0,F,H,STREET,"(34.0435, -118.2789)",4,30,2016,34.0435,-118.2789,2016-04-30,21.0
191201,1222127,05/02/2016,2035,Rampart,251,KIDNAPPING,22.0,F,H,STREET,"(34.0624, -118.2813)",5,2,2016,34.0624,-118.2813,2016-05-02,26.8
191237,1222170,04/20/2016,1912,Rampart,261,ARSON,27.0,M,B,SIDEWALK,"(34.0589, -118.2821)",4,20,2016,34.0589,-118.2821,2016-04-20,30.7
191238,1222171,04/21/2016,54,Rampart,261,ARSON,52.0,M,H,SIDEWALK,"(34.0589, -118.2821)",4,21,2016,34.0589,-118.2821,2016-04-21,28.9
191239,1222172,04/21/2016,54,Rampart,261,ARSON,33.0,M,H,SIDEWALK,"(34.0589, -118.2821)",4,21,2016,34.0589,-118.2821,2016-04-21,28.9
191540,1222531,05/19/2016,2000,Rampart,238,ARSON,50.0,F,H,YARD (RESIDENTIAL/BUSINESS),"(34.0652, -118.2592)",5,19,2016,34.0652,-118.2592,2016-05-19,23.7
191808,1222833,05/30/2016,1640,Rampart,211,THROWING OBJECT AT MOVING VEHICLE,28.0,F,H,STREET,"(34.0814, -118.2962)",5,30,2016,34.0814,-118.2962,2016-05-30,25.4
191840,1222868,06/01/2016,515,Rampart,251,ARSON,15.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0636, -118.2805)",6,1,2016,34.0636,-118.2805,2016-06-01,26.8
191845,1222874,06/01/2016,840,Rampart,235,CRIMINAL HOMICIDE,30.0,M,H,STREET,"(34.0677, -118.2731)",6,1,2016,34.0677,-118.2731,2016-06-01,26.6
191854,1222883,06/01/2016,1900,Rampart,249,THROWING OBJECT AT MOVING VEHICLE,51.0,F,H,STREET,"(34.0518, -118.262)",6,1,2016,34.0518,-118.262,2016-06-01,26.6
192104,1223183,06/13/2016,2000,Rampart,261,CRIMINAL HOMICIDE,35.0,M,B,OTHER BUSINESS,"(34.0563, -118.281)",6,13,2016,34.0563,-118.281,2016-06-13,24.5
192136,1223223,06/13/2016,1900,Rampart,261,CRIMINAL HOMICIDE,59.0,M,W,ABANDONED BUILDING ABANDONED HOUSE,"(34.0563, -118.281)",6,13,2016,34.0563,-118.281,2016-06-13,24.5
192137,1223224,06/13/2016,1900,Rampart,261,CRIMINAL HOMICIDE,45.0,F,H,ABANDONED BUILDING ABANDONED HOUSE,"(34.0563, -118.281)",6,13,2016,34.0563,-118.281,2016-06-13,24.5
192138,1223225,06/13/2016,1900,Rampart,261,CRIMINAL HOMICIDE,25.0,M,W,ABANDONED BUILDING ABANDONED HOUSE,"(34.0563, -118.281)",6,13,2016,34.0563,-118.281,2016-06-13,24.5
